Index	LogFC	FDR	VIP
MEDN1081_R	-0.224528139	0.000714209	0.97255
MEDN1082	-0.145242808	0.007422362	0.699279
MEDN1083	-0.136822504	4.95E-06	0.97427
MEDN109_a	-0.036590276	0.507471093	0.822707
MEDN109_b	0.476583336	0.007210775	1.47365
MEDN1098	0.049361741	0.97040976	0.609203
MEDN1104_L	0.399249536	0.006404782	1.2689
MEDN1104_M	0.642909421	0.002682904	1.24075
MEDN1104_R	0.28828994	0.026242015	1.47221
MEDN1112	-0.019161777	0.527270521	0.19586
MEDN1126	0.658872257	0.000130955	1.75202
MEDN1162	0.415609676	1.25E-05	2.44761
MEDN1183	-0.452125027	2.86E-09	1.51481
MEDN1200	-0.468519714	0.096410593	1.20327
MEDN1224	0.004328366	0.735191404	0.150163
MEDN124	-0.024353271	0.064201187	0.701062
MEDN1241	-0.450952142	2.46E-09	2.60285
MEDN1246	-0.069633151	0.000159858	0.558711
MEDN1247	-0.108670511	0.00012797	0.998225
MEDN1265_L	-0.17435859	4.65E-05	1.1873
MEDN1265_R	-0.002507852	0.368062355	0.623863
MEDN1267_L	0.07263479	0.078987014	0.599532
MEDN1267_R	0.041280122	0.734658381	0.466197
MEDN1269	0.023528388	0.417494215	0.353618
MEDN1270	-0.01434974	0.661088117	0.328791
MEDN1272_L	-0.010772529	0.642861243	0.58217
MEDN1272_R	0.024529207	0.933671852	0.646006
MEDN1274_L	0.056170031	0.172185114	0.662791
MEDN1274_M	-0.125191091	0.003173812	0.767432
MEDN1274_R	-0.12585469	0.024363	0.821155
MEDN1277_L	-0.191654152	0.006428536	0.808975
MEDN1277_R	-0.125233697	0.310109265	0.616847
MEDN1279	-0.184170484	1.00E-06	1.17323
MEDN1282_L	-0.010952119	0.963393145	0.688227
MEDN1282_R	0.000416968	0.843058998	0.748397
MEDN1284_L	0.005698408	0.114092232	0.601075
MEDN1285	-0.070268264	0.181988159	0.614614
MEDN1287_L	0.058481356	0.215562459	0.709964
MEDN1287_R	0.037037503	0.366809948	0.719804
MEDN1288	0.031830184	0.69360065	0.0923462
MEDN129	-1.832387796	3.38E-08	3.01701
MEDN1299_L	-0.055958963	0.042762642	0.533901
MEDN1299_R	-0.102508418	0.339576115	0.506898
MEDN1311	-0.209612086	0.003340368	0.872048
MEDN1320	0.212459394	0.001036476	1.04454
MEDN1338	-1.456564377	6.43E-06	1.51126
MEDN1409	-0.113726368	0.068023314	0.424299
MEDN1410	0.019988165	0.676928544	0.103637
MEDN1413	-0.736270274	2.30E-08	2.19495
MEDN1426	-0.739240996	6.42E-09	2.05046
MEDN1485_L	-0.008994542	0.542701492	0.574901
MEDN1485_R	0.063922075	0.105729841	0.686623
MEDN1486	-0.365554012	7.10E-08	1.2151
MEDN1566_L	-0.211864364	0.002235745	0.923803
MEDN1581_L	-0.172759758	0.007420149	0.598149
MEDN1581_R	-0.688485395	0.279992062	1.16696
MEDN1600	-0.093515054	0.000825215	0.815805
MEDN1604	-0.253507681	0.000616789	0.901288
MEDN1620	0.129257975	0.026694711	0.724707
MEDN1640	0.052315373	0.108461347	0.539621
MEDN1648	-0.189835514	6.68E-06	1.05781
MEDN1651_L	-0.382436091	6.54E-08	1.22257
MEDN1651_M	-0.304846549	0.000762273	1.12233
MEDN1651_R	-0.263245318	0.004425535	1.00915
MEDN1656	0.022508499	0.155668551	0.214504
MEDN1666	-0.047871868	0.023073972	0.550445
MEDN1681	-0.190989671	2.33E-05	0.843369
MEDN1688	-0.359451974	3.13E-06	1.47345
MEDN1690_L	0.075296256	0.579535254	0.470089
MEDN1690_R	0.037489595	0.613387996	0.503213
MEDN1691_L	0.62880476	0.000263516	1.31877
MEDN1691_R	0.861304808	0.026076708	0.942125
MEDN1692	-0.266380272	6.79E-07	1.36943
MEDN171_b	-0.062382772	0.036047999	0.324561
MEDN181	-0.366938938	5.12E-09	1.85521
MEDN201	-0.13477896	1.83E-05	0.962855
MEDN284_b	0.219000047	0.000584637	1.09731
MEDN301	-0.259052006	0.88128392	1.13672
MEDN310	0.12879105	3.96E-06	1.11766
MEDN367	-0.215478404	0.000647955	0.901311
MEDN391_b_L	-0.442326116	4.44E-08	1.57102
MEDN391_b_R	-0.201520188	6.44E-05	0.83978
MEDN405	-0.091729969	0.000164532	0.552751
MEDN406	-0.315714511	0.007232024	1.51383
MEDN478	-0.017760774	0.519523848	0.325559
MEDN524_b_L	0.286278366	0.135352568	0.57238
MEDN524_b_R	0.341764269	0.103122758	0.550389
MEDN536	0.186169803	0.527355362	0.430135
MEDN547_L	-0.00688237	0.916186046	0.39694
MEDN547_R	-0.175033113	0.020402343	0.549444
MEDN560_a	0.146305401	0.078110439	0.632625
MEDN562	0.067061249	0.588517129	0.357691
MEDN576	-0.227969406	0.006612064	1.45601
MEDN587	0.263419992	0.000708812	1.30605
MEDN602	-0.374637081	7.09E-08	2.03637
MEDN604_a	-0.235555348	0.017608934	1.2148
MEDN621	0.554940004	5.10E-06	2.03231
MEDN623_a	0.026763667	0.296377465	0.524237
MEDN623_b	-0.320885252	0.066934643	1.25839
MEDN658_a	0.043009786	0.33255889	0.43389
MEDN658_b	-0.117852961	0.147629382	0.369754
MEDN662_b	0.056469164	0.050963174	0.67089
MEDN685	-0.26249629	0.10985197	0.780107
MEDN724	0.059791797	0.066069321	0.320681
MEDNJK472_b_L	-0.215582835	0.040118107	1.30195
MEDNJK472_b_R	-0.062681254	0.565821394	0.265668
MEDNJK473	0.026390683	0.849022466	0.423541
MEDNJK522	-0.089479602	0.059312886	0.484052
MEDNJK565_a	0.063085428	0.259339875	0.67111
MEDNJK565_c	0.099288789	0.080036869	0.73886
MEDNJK573_a	0.696047897	0.000115961	1.84092
MEDNJK573_b	0.547819353	6.63E-05	1.50859
MEDNJK585_a	0.669515368	5.43E-05	1.81483
MEDNJK585_b	0.535376562	0.00027	1.48077
MEDNJK651_a	-0.107791586	0.005359727	0.950746
MEDNJK651_b	-0.080776311	0.025500069	0.796166
MEDNJK666	0.725585509	1.91E-05	2.02749
MIMN10142-1_a	0.032750358	0.471414424	0.709241
MIMN10142-1_b	-0.138609886	0.03686032	1.51476
MIMN1047-1_a	0.157796287	0.001394158	0.919038
MIMN11788-1	-0.756259132	1.21E-08	2.35026
MIMN13066-1_b	0.066567536	0.014705462	0.74365
MIMN15942-1_b	0.113945594	0.000336484	0.932025
MIMN16058-1	0.449116509	0.89709827	0.487512
MIMN23574-1	0.189485366	0.00037981	1.00045
MIMN23635-1	0.797303192	0.031140179	0.995464
MIMN23945-1	-0.201878842	0.003407828	0.64144
MIMN5571-1	0.536598215	7.80E-13	2.50427
MIMN6219-1_a	-0.076704311	0.004345421	0.816754
MIMN6219-1_b	-0.077015459	0.002885032	0.86366
MIMN6594-1_a_L	-0.037743607	0.568053447	0.825067
MIMN6594-1_a_R	0.481480341	0.009164113	1.49664
MIMN8350-1	-0.099859752	0.000524688	0.726874
MIMN8787-1_b	-0.085478599	0.284967557	0.399743
MW00006361	1.483845185	0.00281195	2.57496
MW00007408	-0.299094715	0.283710119	0.60578
MW00013071_L	-0.128306288	4.42E-07	1.01512
MW00013071_R	-0.101732164	2.92E-06	0.817298
MW00013370_L	-0.095869445	0.053990931	0.860446
MW00013370_R	-0.073819441	0.151513323	0.782772
MW00013991	-0.033573209	0.172752817	0.528263
MW00014930	-0.25212931	0.006216318	0.983728
MW00015919	-0.091016994	0.0077806	0.459528
MW00109907	-0.146589293	0.03071384	0.559105
MW00110530	-1.310451695	0.474220549	0.338343
MW00123819	-0.059575705	0.268062311	0.515267
MW00127212	-0.196965143	0.039225024	0.480234
MW00148464	-0.177049745	0.014112514	0.546761
MW00157705	-0.194013523	2.03E-06	1.35444
MW00161860	0.093310307	3.16E-05	0.481027
MW00172180	-0.171954372	0.005798587	0.659052
MWS-00-20-N3	0.004473453	0.73974748	0.237876
mws0182-N3	0.144636063	0.066140075	1.02825
mws0274-N1	0.398735763	1.37E-06	1.47722
mws0286-N3	-0.089053046	0.07400649	0.681612
mws0289-N5	-0.092574876	0.069505452	0.813718
mws0327-N1	-0.23029176	9.42E-10	1.3099
mws0334-N1	-0.285401878	0.658744801	1.38095
mws0366-N1	-0.08997501	0.141442263	0.418575
mws0367-N1	-0.092320837	0.111372147	0.414537
MWS0497-N5	0.403978768	2.78E-07	1.52508
mws0663-N3	-0.624235054	9.02E-05	2.49688
MWS1900-N3	-0.262632798	9.20E-08	1.08213
mws-20-100-N1	0.135016484	0.000841176	0.711034
MWS-20-122-N1_L	-0.299200354	1.21E-06	1.23454
MWS-20-122-N1_R	-0.295537587	6.43E-07	1.23409
MWS-20-235-N3	-0.314234454	8.84E-08	1.46968
MWS-20-562-N1_L	0.264064419	1.06E-06	1.77796
MWS-20-562-N1_R	0.569992712	4.88E-06	2.01875
MWS-20-622-N1	0.052349497	0.03400376	0.676715
MWS-20-833-N5	0.130983508	0.043903189	0.803137
mws-20-98-N5	-0.103583549	1.45E-06	0.925126
MWS2478-N3	-0.366735376	6.04E-08	2.59043
MWS2687-N3	-0.396385107	1.75E-09	1.97463
MWS2773-N3	0.369461908	0.0290951	1.61763
MWS4226-N1_L	-0.100758397	0.401965315	1.15537
MWS4226-N1_R	-0.177948852	0.358179714	1.51907
MWS4227-N3	0.115964585	0.065345945	1.25951
MWS4229-N3_L	-0.091325914	0.374988719	1.15967
MWS4248-N1	0.75645906	6.79E-07	1.56501
MWS4284-N1	-0.163483059	7.55E-06	0.989245
MWS5144-N1_L	0.210103718	0.003455132	1.20781
MWS5144-N1_R	-0.021580308	0.106739815	0.227766
MWS-80-30-N1	-0.19356332	0.963608781	0.482558
N-14_1_a	0.032617537	0.411094891	0.331011
N-14_1_b	0.01094925	0.741620566	0.327369
N-20_1	-0.225448226	9.13E-10	1.28979
N-54_3	-0.226892277	4.50E-09	1.26443
N-55_1	0.633778751	1.53E-06	1.71876
ncvdm00574-2	0.267350192	0.029823768	0.981556
ncvdm07944-1	-0.159122639	0.066069321	0.679051
ncvdm15296-1	-0.205855886	0.000739629	0.808656
NGCM00331	0.008328598	0.766313815	0.160301
NGCM00342	0.449492075	4.23E-06	1.61359
NGCM00363	0.020125223	0.128954199	0.198767
NGCM00462	-0.013868391	0.637416837	0.182258
NGCM00546	0.41876217	1.16E-05	2.58503
NGCM00597	0.145767306	0.008435076	0.903003
NGCM00618	0.315724973	0.005463537	1.79275
NGCM00741	-0.093222458	0.352865995	0.65991
NGCM00799	-0.05145473	0.020333014	0.435989
NGCM00831_L	0.045204465	0.038590052	0.54832
NGCM00831_R	0.073060612	0.055843081	0.627666
NGCM00853	-0.168197118	2.23E-07	1.07162
NGCM00880	-0.048386289	0.065468278	0.446981
NGCM01010	0.141232333	6.48E-07	1.18835
NGCM01098	-0.211503599	0.011705985	1.55267
NGCM01104	-0.384907215	8.64E-08	1.62322
NGCM01245	0.032118376	0.377474066	0.322777
NGCM01306	-0.325625059	0.037212118	1.30076
NGCM01340	-0.125420031	0.055904658	0.816507
NGCM01374	-0.055697815	0.028880135	0.716392
NGCM01597	0.060859686	0.000479917	0.583757
NGCM01601	0.540107448	0.815235481	0.471225
NGCM01604_L	-0.124220601	0.096938425	0.423628
NGCM01604_R	-0.233037576	2.08E-05	1.0146
NGCM01629_L	0.143595159	4.40E-07	0.838768
NGCM01629_R	0.120790964	0.005826693	0.795936
NGCM01647	0.056572388	0.003700802	0.481221
NGCM01701_L	0.058529275	0.050568783	0.619822
NGCM01701_R	0.032670599	0.450793084	0.593576
NGCM01703	-0.242548241	0.00281195	1.17136
NGCM01710	0.309556181	0.003643374	2.49805
NGCM01792	-0.009385532	0.170768056	0.12502
NGCM01816	0.441354459	3.07E-06	1.61711
NGCM01837	0.232832649	0.000543729	1.54786
NGCM01850	0.275029119	0.000439043	2.07613
NGCM01951	-0.758493512	3.73E-11	3.28756
NGCM01971	-0.000472571	0.971449341	0.387755
NGCM01981	-0.363815554	2.04E-09	1.87268
NGCM01987	0.000930608	0.806597237	0.19279
NGCM01992	-0.285870773	0.001131296	1.54082
NGCM02015	-0.029544599	0.492648285	0.238916
NGCM02058_L	-0.042767988	0.433665361	0.487356
NGCM02058_R	-0.13710111	0.075761679	0.679555
NGCM02083	0.4800227	0.000386654	2.00748
NGCM02092	-0.064862513	0.387214747	0.538877
NGCM02129	0.420671817	1.12E-05	2.51697
NGCM02151	-0.02115243	0.342077446	0.443489
NGCM02162	-0.408417759	0.089754418	1.11637
NGCM02174	0.424600178	1.20E-05	2.48372
NGCM02251	-0.267378707	0.181467515	0.926987
NGCM02359	0.105611587	0.018820962	0.609628
NGCM02380	0.55315582	0.000103639	2.14634
NGCM02404_L	-0.274993063	0.12564498	0.946201
NGCM02404_R	0.130728931	0.545407374	1.68519
NGCM02431	0.019967079	0.072905464	0.332209
NGCM02444	0.000917502	0.187000631	1.63684
NGCM02445	0.131316347	4.42E-07	1.01021
NGCM02478	-0.259177247	0.000428591	2.03225
NGCM02479	0.135498625	1.18E-06	0.987087
NGCM02559	-0.000106274	0.993487518	0.509794
NGCM02579	-0.23596135	8.92E-06	1.16041
NGCM02625	-0.362987685	4.63E-06	1.31148
NGCM02631	0.072248859	0.001060931	0.388284
NGCM02653	0.586659595	6.43E-06	2.03981
NGCM02712	0.375302284	0.000442274	1.52935
NGCM02776	0.109943818	0.000568188	0.815085
NGCM02780	-0.105263574	0.0290951	0.703726
NGCM02866	0.024159027	0.188017709	0.397433
NGCM02883	-0.294630458	1.64E-06	1.23593
NGCM02932	0.734328801	0.001445987	1.94387
NGCM02949	-0.042266456	0.240187658	0.449198
NGCM02953	0.047472561	0.253106122	0.469129
NGCM02965	-0.603955064	1.27E-09	1.6369
NGCM02974	0.137627975	0.000189936	0.895965
NGCM02994	0.406976077	0.00101949	1.14427
NGCM03001	3.427379823	0.248508867	0.691302
NGCM03003	-0.547019564	2.26E-06	1.94694
NGCM03004	-0.189462548	4.09E-11	1.15171
NGCM03011	0.141120036	0.000269673	0.913127
NGCM03019	0.575445469	0.001227633	2.06734
NGCM03035	-0.631930309	6.52E-08	2.51725
NGCM03038	-0.221998498	2.46E-11	1.28362
NGCM03039	0.093191329	0.000498265	0.450974
NGCM03054	0.341304492	0.000319346	1.2358
NGCM03117	0.104585652	0.012228031	0.542141
NGCM03129	-0.213983622	3.86E-11	1.25344
NGCM03186_L	-0.10922889	0.044970116	0.608263
NGCM03186_R	-0.104834798	0.114549119	0.720789
NGCM03188	-0.260351998	6.23E-06	0.963667
NGCM03277	-0.099718785	0.000523828	0.864409
NGCM03324	-0.142424072	0.01791902	1.41337
NGCM03339	0.169877097	0.001603556	1.00123
NGCM03342	-0.290112919	2.38E-11	1.5019
NGCM03366	-0.155281262	0.096410593	1.09619
NGCM03420	-0.17313632	0.088042058	0.866356
NGCM03476	0.07305839	0.001936952	0.372522
NGCM03503	0.154312746	0.012577936	0.656475
NGCM03520	-0.183596201	0.026413902	0.597046
NGCM03536	-0.219114873	0.005144929	0.741226
NGCM03561	-0.097769422	1.91E-08	0.815048
NGCM03580	-0.080484862	0.021318905	0.556092
NGCM03593	0.234952392	1.76E-05	1.1226
NGCM03640	-0.365702725	4.70E-06	1.36926
NGCM03673	0.341563921	5.27E-06	1.5111
NGCM03674	0.978544393	6.20E-05	2.21075
NGCM03675	0.47661782	1.37E-06	2.36788
NGCM03763	-0.106014189	0.080036869	0.797125
NGCM03781	0.290005495	0.00311075	1.34014
NGCM03809	-0.014810994	0.583875241	0.212939
NGCM03829	0.170746846	0.000319436	0.935465
NGCM03854	-0.021999056	0.857648902	0.495178
NGCM03869	0.322346924	2.47E-06	1.11283
NGCM03881	-0.183941953	5.71E-06	1.02692
NGCM03884	0.006922588	0.525077601	0.486834
NGCM03887_L	-0.214068734	0.001481563	0.750681
NGCM03887_R	-0.022197938	0.238181979	0.45073
NGCM03894	-0.013392558	0.288504004	0.463411
NGCM03947_R	0.027935586	0.269114042	0.342656
NGCM03954	0.373900385	1.11E-05	2.31222
NGCM03986	0.241460467	7.81E-06	1.2745
NGCM03994	-0.355677131	0.814446646	0.456662
NGCM04053	-0.321287377	2.76E-05	1.02702
NGCM04073_L	0.030191777	0.419286663	0.264644
NGCM04073_R	0.046262073	0.161183134	0.471357
NGCM04084	-0.338454352	4.67E-06	1.45997
NGCM04139	-0.04840075	0.109546969	0.29517
NGCM04145	0.086755368	0.121086388	0.655165
NGCM04148	-0.073694041	0.183005455	0.614548
NGCM04172	-0.328443864	6.61E-06	1.17701
NGCM04221	0.006120722	0.478295486	0.21579
NGCM04252	-0.15827046	0.007165572	0.77605
NGCM04276	0.011700741	0.386061804	0.167017
NGCM04305	0.036757274	0.230946429	0.324239
NGCM04315_L	0.032330068	0.209843326	0.388476
NGCM04315_R	0.043605006	0.105729841	0.460716
NGCM04367	0.26702976	8.92E-06	1.78019
NGCM04428	-0.262962292	5.96E-06	1.26975
NGCM04438	-0.117802329	0.088173688	0.441062
NGCM04444	-0.179520435	0.012201457	0.827524
NGCM04445	0.202873921	0.000110951	1.57081
NGCM04530	0.064328231	0.033962029	0.595991
NGCM04535	-0.042108237	0.015367384	0.364381
NGCM04547	0.059207739	0.221165692	0.652
NGCM04559	0.747161673	0.038703227	0.964897
NGCM04560	0.021169484	0.181209885	0.232011
NGCM04589	0.035055056	0.043683763	0.341466
NGCM04607	0.154416415	6.23E-06	0.80632
NGCM04625	-0.119216621	0.040063653	1.33581
NGCM04633	-0.024283254	0.239107011	0.416053
NGCM04642	-0.155043032	7.44E-05	0.879927
NGCM04645	0.140598792	1.19E-06	0.770364
NGCM04648	0.008287935	0.622890164	0.473107
NGCM04662	0.128346096	0.021412989	0.812381
NGCM04668	0.374246965	1.31E-05	2.3733
NGCM04688	0.073091319	0.006452072	0.631804
NGCM04693	0.032678794	0.051905891	0.347222
NGCM04694	-0.271056288	1.64E-05	3.21946
NGCM04747	-0.037391006	0.765552475	0.113533
NGCM04789	0.389736592	0.000450516	1.40088
NGCM04794	-0.079577856	0.090177016	0.902904
NGCM04859	0.005212174	0.73063756	0.162463
NGCM04861	-0.218620211	0.134091654	0.960997
NGCM04888	-0.106737326	0.000295316	0.482662
NGCM04890	0.036268561	0.007993623	0.384541
NGCM04905_L	0.004605876	0.810661047	0.207246
NGCM04905_R	0.044361283	0.15565552	0.417393
NGCM04926_L	0.020923574	0.228282054	0.0720597
NGCM04926_R	-0.221889797	0.015372171	0.666692
NGCM04943	0.023244141	0.021996592	0.36487
NGCM04951	-0.138552129	0.042409371	0.53818
NGCM04953	-0.155902988	0.001398126	0.760636
NGCM04956	0.174713686	0.000492328	1.61919
NGCM04974	0.032436783	0.263203849	0.356826
NGCM05004	0.362950462	5.89E-05	2.22637
NGCM05006	0.090041389	0.001822868	0.667882
NGCM05041	0.120339845	0.002634647	0.789503
NGCM05052_L	-0.223173581	2.60E-05	0.886944
NGCM05052_R	-0.065440346	0.295948599	0.444146
NGCM05058	-0.152258658	0.134906071	0.905812
NGCM05064	0.334381578	7.79E-06	1.4856
NGCM05068_L	-0.03917083	0.353672747	0.824627
NGCM05068_R	-0.009236086	0.489098504	0.66767
NGCM05106	-0.340702132	3.24E-12	1.74494
NGCM05112	-0.195521736	0.012805273	0.651134
NGCM05113	0.112114768	0.967011925	0.411137
NGCM05138	0.0543174	0.199667033	0.777329
NGCM05148_L	0.417411255	2.03E-05	2.50848
NGCM05148_R	0.137912464	0.671365254	1.04164
NGCM05153	-0.013256467	0.436002093	0.425881
NGCM05163_L	0.410593453	1.74E-05	2.49033
NGCM05167	-0.05700747	0.008114526	0.486094
NGCM05170	-0.097612292	0.218102889	0.611254
NGCM05172_L	0.035326811	0.336360052	0.665919
NGCM05172_R	-0.070815623	0.31585872	0.418235
NGCM05211	-0.019490154	0.604355939	0.235808
NGCM05303	0.024915779	0.090301035	0.300309
NGCM05366	-0.321921409	0.474220549	1.37672
NGCM05378	0.022009391	0.173296445	0.229705
NGCM05380	-0.095009975	0.002682904	0.572121
NGCM05434	0.362882319	6.98E-05	2.20416
NGCM05462	0.082724206	0.00161343	0.670102
NGCM05464	0.393282618	6.85E-06	2.21286
NGCM05471	0.05138447	0.00613217	0.421037
NGCM05480	-0.180549008	5.20E-06	1.0383
NGCM05501	-0.09574547	0.13140075	0.315917
NGCM05515	0.193118401	0.057783547	1.05586
NGCM05547	0.186127515	0.008483135	0.827665
NGCM05561	-0.003887326	0.376654473	0.49427
NGCM05572	-0.106938773	0.034849052	0.883414
NGCM05606	1.45545944	0.00025718	2.44291
NGCM05607	-0.006990697	0.459419243	0.095772
NGCM05608	0.111194766	0.050470685	0.804585
NGCM05610	-0.106962162	0.069660313	0.530841
NGCM05618	-0.082729115	0.091319079	0.454842
NGCM05621	-0.002834739	0.587705377	0.113574
NGCM05642	0.058153881	0.286300153	0.711169
NGCM05653	-0.039838371	0.165740809	0.315063
NGCM05667	0.010362905	0.564516427	0.0731226
NGCM05673	0.044979054	0.000625455	0.464251
NGCM05687	-0.17799112	8.09E-06	0.987183
NGCM05690	0.027221742	0.383300266	0.115728
NGCM05692	0.032732	0.307928245	0.390732
NGCM05694	0.045026361	0.001206877	0.485278
NGCM05713	0.360449876	5.33E-06	2.05742
NGCM05733	0.717399322	2.60E-06	2.25593
NGCM05734	0.365270775	0.000127129	2.26747
NGCM05738	0.008958298	0.836038244	0.258488
NGCM05753_L	-0.297458622	0.000872541	1.10496
NGCM05753_R	-0.255831072	0.003926839	1.00288
NGCM05755	-0.357320593	0.000144007	0.935637
NGCM05779	-0.160682583	3.74E-05	0.938864
NGCM05826	0.044490562	0.887751874	0.647904
NGCM05847	-0.041204693	0.001126413	0.36475
NGCM05881	-0.117681144	0.051196221	0.77224
NGCM05884	-0.039252489	0.00316886	0.339884
NGCM05889	-0.200127733	0.03797485	0.598333
NGCM05922	-0.031910787	0.017841456	0.168839
NGCM05929	-1.076267009	0.006759632	1.87855
NGCM05951	-0.147615007	0.050963174	0.62002
NGCM05958	0.033051831	0.996777303	0.117784
NGCM05974	0.640718211	5.88E-06	1.94914
NGCM05993	0.100850016	0.026694711	0.741304
NGCM06000	0.0628499	0.238554006	0.502226
NGCM06009	5.94E-05	0.815235481	0.443283
NGCM06042_L	-0.082166336	0.036560674	0.668562
NGCM06042_R	-0.059327377	0.039341425	0.546933
NGCM06047_R	0.516338496	4.36E-05	1.76191
NGCM06074	-0.12382452	0.138738187	0.772915
NGCM06083	0.011202808	0.868503495	0.250954
NGCM06137	0.522187581	8.92E-06	3.02738
NGCM06179	0.504000112	2.97E-11	2.60351
NGCM06201	0.270515558	0.000856638	1.91006
NGCM06301_R	-0.150911763	0.027076802	0.549317
NGCM06303	0.368226626	1.60E-06	1.53737
NGCM06321	0.465579445	2.42E-05	2.45723
NGCM06366	0.005673399	0.619825643	0.217119
NGCM06373	0.05858488	0.584970433	0.245811
NGCM06387	0.10655373	0.198711723	0.351341
NGCM06458	-0.043620069	0.218541165	0.599416
NGCM06471	-0.068248295	0.232869572	0.481784
NGCM06479	0.005550868	0.993967243	0.495375
NGCM06508	-0.009099869	0.614911311	0.604877
NGCM06548	-0.160743523	0.000295316	1.0718
NGCM06549	-0.19957633	0.024376788	0.880714
NGCM06570	0.006054742	0.419539255	0.0850935
NGCM06580	0.081345204	0.013550205	0.330828
NGCM06589	0.053914687	0.033211927	0.406912
NGCM06629	0.861169889	0.001423592	1.8293
NGCM06638	0.052142586	0.00101949	0.444507
NGCM06649	-0.028503739	0.008609837	0.136535
NGCM06654	0.041115011	0.002822218	0.39878
NGCM06677_L	-0.312370893	8.69E-07	1.13463
NGCM06677_M	-0.284562868	0.001288591	1.08867
NGCM06677_R	-0.220112387	0.010975529	0.983463
NGCM06706_L	0.02927568	0.094420259	0.306487
NGCM06706_R	-0.018548647	0.779046506	0.265578
NGCM06708	0.021921138	0.238554006	0.134778
NGCM06724	-0.032854237	0.168288505	0.474544
NGCM06756	0.01582596	0.671365254	0.255287
NGCM06764	0.02105475	0.231585144	0.213182
NGCM06775	-0.025125045	0.092824971	0.188254
NGCM06784	-0.029283166	0.043390509	0.206714
NGCM06798	-0.175018023	8.69E-05	0.931121
NGCM06813	0.016037217	0.349561837	0.151659
NGCM06816	-0.161452176	2.18E-07	1.09054
NGCM06822	-0.048715897	0.319416297	0.577144
NGCM06841	-0.010634662	0.504988395	0.446205
NGCM06880_L	0.504722495	6.40E-05	1.83075
NGCM06880_R	0.385051763	0.011352393	1.70767
NGCM06890	0.41275577	2.63E-05	2.52235
NGCM06910	0.009808758	0.484797035	0.241936
NGCM06926	-0.005407569	0.715370911	0.0690463
NGCM06927	0.042447213	0.022506693	0.343877
NGCM06934	0.313610329	0.001060231	1.21907
NGCM06953	0.008373437	0.867983779	0.389643
NGCM06959_L	-0.125321499	4.42E-06	0.986398
NGCM06959_R	-0.087811463	2.60E-06	0.75905
NGCM07014	0.011389725	0.740816556	0.128661
NGCM07029	0.060046898	0.004718097	0.455299
NGCM07050	0.045711891	0.028159085	0.279653
NGCM07060	-0.149213647	0.000807205	0.879273
NGCM07061	-0.066257828	0.001138391	0.852462
NGCM07071	-0.008678516	0.642321388	0.140781
NGCM07073	-0.718809976	0.150826253	0.778917
NGCM07074	-0.085183537	0.006498903	0.850183
NGCM07097	0.053083378	0.12612422	0.42955
NGCM07127	-0.123677713	0.01465496	0.472782
NGCM07129	-0.038625001	0.05787761	0.427957
NGCM07186	-0.059571014	0.09695073	0.601851
NGCM07189_L	-0.060003545	0.042708661	0.681762
NGCM07189_M	-0.039998553	0.175152603	0.652577
NGCM07189_R	-0.029530351	0.296416535	0.826381
NGCM07190	-0.025002427	0.260872046	0.281854
NGCM07221_L	-0.18171296	6.16E-06	1.21849
NGCM07221_R	-0.158063961	1.11E-07	1.1951
NGCM07228_L	-0.191047045	3.12E-07	1.2061
NGCM07228_R	-0.160160528	1.52E-07	1.16043
NGCM07240	-0.04007343	0.730639467	0.459966
NGCM07281	-0.013366281	0.317751902	0.16043
NGCM07286	0.047458802	0.003180905	0.301964
NGCM07295_L	-0.035459403	0.256820352	0.650531
NGCM07295_R	-0.033881775	0.342077446	0.633951
NGCM07328_L	-0.20913892	6.14E-07	1.16245
NGCM07328_R	-0.151752349	1.09E-05	1.08135
NGCM07337	0.020782879	0.071299188	0.122342
NGCM07347_L	-0.034319919	0.455430066	0.344014
NGCM07347_R	0.016342739	0.516234955	0.371725
NGCM07365	-0.184225635	0.004344685	0.84632
NGCM07386	0.044832879	0.004220579	0.315904
NGCM07397	0.057679543	0.000583683	0.331892
NGCM07403_L	0.049761452	0.300283567	1.14077
NGCM07406_L	0.500617732	5.60E-05	1.89053
NGCM07406_R	0.318063558	0.039734954	1.4537
NGCM07412_L	-0.093596423	0.000265865	0.893213
NGCM07412_R	-0.0683303	5.60E-06	0.761926
NGCM07432	-0.064377217	0.000367371	0.418346
NGCM07433_L	-0.079482468	0.238181979	0.560839
NGCM07433_R	-0.067135708	0.199473651	0.503417
NGCM07434_L	0.06322775	0.001845807	0.559314
NGCM07434_R	0.023457334	0.690947929	0.137106
NGCM07451	0.021590956	0.13724242	0.313667
NGCM07462	-0.185453562	0.020892773	0.984683
NGCM07463	-0.029922016	0.098433081	0.391777
NGCM07468_L	-0.036083648	0.003198794	0.395015
NGCM07468_R	-0.044054623	0.013345032	0.331027
NGCM07476	-0.031402172	0.102915783	0.393876
NGCM07509	0.039831468	0.131257829	0.221098
NGCM07527	0.63771648	0.000237441	1.72362
NGCM07546_L	0.051857786	0.067304825	0.375143
NGCM07546_R	0.051787943	0.021412989	0.185158
NGCM07551	0.009034438	0.805803371	0.470951
NGCM07557	0.004572755	0.916414303	0.476509
NGCM07560_L	-0.062709466	0.135770028	0.513218
NGCM07560_R	-0.036344367	0.400437222	0.48355
NGCM07566_L	-0.065651703	0.217649785	0.514332
